price,area_sqft,city,thana,bedrooms,bathrooms,floor_level,total_floors,building_age,lift,gas_line,airco,generator,security,parking,garagepl,road_width_ft,distance_main_road_m,near_school,near_hospital,near_market,driveway,fullbase,prefarea
29050000,1263,Dhaka,Gulshan-2,4,2,6,8,9,1,1,1,1,1,1,2,60,323,1,0,0,1,0,1
6940000,1285,Rajshahi,Shah Makhdum,3,1,3,4,21,1,1,1,1,1,1,2,20,767,1,0,1,1,0,1
34630000,1675,Dhaka,Gulshan-2,3,1,11,13,7,1,1,1,1,1,1,1,15,340,1,0,1,0,0,1
27620000,2513,Sylhet,Uposhohor,4,4,3,7,5,1,0,0,0,0,1,1,40,661,1,1,1,0,0,0
17860000,1664,Sylhet,Uposhohor,3,2,1,1,11,0,0,1,1,1,1,2,20,530,1,1,1,1,1,1
23860000,2130,Dhaka,Bashundhara,3,2,9,12,7,1,1,1,0,0,1,2,15,782,0,0,0,1,0,0
13370000,1370,Sylhet,Uposhohor,2,1,3,3,20,0,1,1,1,0,1,1,30,682,1,1,1,0,0,0
13100000,1217,Chattogram,Agrabad,2,2,4,5,9,1,0,0,0,0,1,1,80,560,1,0,1,1,1,0
7130000,651,Sylhet,Uposhohor,2,1,7,10,7,1,0,0,0,0,0,0,60,84,0,1,1,0,1,0
15650000,2571,Dhaka,Mirpur-1,4,2,6,6,3,1,1,0,1,0,1,1,15,698,1,1,0,1,0,0
17790000,1618,Sylhet,Sylhet Sadar,3,2,2,6,10,1,0,1,1,1,0,0,80,690,0,0,1,1,0,1
14600000,1390,Sylhet,Uposhohor,2,2,6,7,8,1,1,0,1,1,1,2,10,546,1,0,1,0,0,0
30630000,2775,Chattogram,Agrabad,3,2,5,7,17,1,0,0,0,0,0,0,20,514,1,0,1,1,0,0
13240000,2746,Rajshahi,Motihar,5,2,10,11,13,1,0,1,1,1,0,0,60,379,1,0,1,1,1,1
8960000,730,Chattogram,Agrabad,5,4,9,13,8,1,1,0,1,0,0,0,10,425,0,1,0,1,0,0
6070000,838,Rajshahi,Rajpara,4,1,12,12,2,1,1,1,1,1,0,0,15,581,1,1,0,0,0,1
9560000,2066,Rajshahi,Boalia,5,4,2,2,17,0,0,0,0,0,1,1,30,566,0,0,1,0,0,0
15940000,1585,Sylhet,Shahjalal,3,2,9,11,11,1,1,1,1,1,1,1,30,508,1,1,1,0,1,1
24330000,1889,Chattogram,GEC Circle,2,2,9,13,18,1,1,1,1,1,0,0,40,208,1,1,1,1,0,1
10330000,2237,Dhaka,Rayer Bazar,3,3,2,4,25,0,1,0,0,1,1,1,30,227,0,0,1,1,0,0
23340000,2306,Sylhet,Uposhohor,2,1,12,16,29,1,1,1,0,1,1,2,10,699,0,1,1,0,0,0
10820000,2667,Rajshahi,Poba,2,1,7,8,4,1,0,0,1,0,0,0,15,394,1,0,0,1,1,0
7190000,1403,Rajshahi,Poba,3,1,2,3,10,0,1,1,1,1,0,0,60,639,1,1,0,0,1,1
16200000,2411,Sylhet,Shahjalal,3,2,1,2,6,0,1,1,0,0,0,0,60,432,0,0,1,0,1,0
4040000,693,Rajshahi,Shah Makhdum,4,2,12,13,6,1,0,0,0,0,1,1,40,585,1,0,1,1,1,0
10200000,1711,Chattogram,Pahartali,2,2,11,11,12,1,0,0,1,0,1,2,60,327,0,1,1,0,1,0
24330000,2777,Sylhet,Uposhohor,2,1,4,7,17,1,0,0,0,1,0,0,60,72,1,1,0,1,0,0
19680000,1655,Sylhet,Sylhet Sadar,5,1,9,9,4,1,0,1,1,1,1,2,20,452,0,0,0,0,0,1
14670000,1879,Chattogram,Muradpur,4,4,9,9,20,1,1,1,0,0,1,2,15,644,0,0,0,0,0,0
7780000,877,Chattogram,Nasirabad,2,1,6,7,23,1,1,0,0,0,1,1,10,376,0,1,1,1,1,0
12250000,1545,Sylhet,Shahjalal,3,1,11,11,2,1,0,0,0,0,0,0,60,538,1,1,1,1,0,0
11920000,2291,Dhaka,Mirpur-1,3,3,11,11,2,1,1,0,1,0,1,2,15,499,1,0,1,1,0,0
12520000,1047,Dhaka,Bashundhara,5,4,1,2,23,0,1,0,0,1,1,1,10,621,0,0,1,0,1,0
15950000,2450,Chattogram,Muradpur,2,1,3,7,30,1,1,1,0,0,0,0,60,609,0,0,1,1,0,0
6000000,1106,Chattogram,Pahartali,2,1,12,14,2,1,0,0,1,0,1,1,40,774,1,1,1,0,0,0
19010000,1332,Chattogram,GEC Circle,2,2,5,7,24,1,0,1,1,1,1,2,30,345,0,1,0,1,0,1
2890000,623,Rajshahi,Poba,5,2,4,7,14,1,1,0,1,0,0,0,30,502,0,1,1,1,0,0
18730000,1822,Chattogram,Agrabad,4,1,1,1,5,0,0,0,1,0,1,1,15,738,0,0,1,1,0,0
11790000,2350,Rajshahi,Boalia,2,2,8,8,22,1,0,0,0,1,1,1,80,331,0,0,0,1,0,0
20490000,1896,Sylhet,Uposhohor,4,3,3,7,15,1,0,0,1,1,1,2,40,796,1,1,1,0,0,0
11550000,2298,Chattogram,Halishahar,5,1,6,8,25,1,0,0,1,1,0,0,60,267,0,0,1,1,0,0
30500000,1394,Dhaka,Banani,4,3,11,14,25,1,1,1,1,1,0,0,10,711,0,0,1,1,0,1
14060000,2734,Rajshahi,Boalia,4,3,9,9,6,1,0,0,0,1,1,1,40,751,1,0,0,0,0,0
5330000,1078,Rajshahi,Motihar,4,3,12,12,13,1,0,0,0,1,0,0,10,558,1,1,1,1,0,0
5730000,1231,Rajshahi,Poba,3,2,8,12,9,1,1,0,0,0,0,0,80,385,1,1,1,0,1,0
11090000,956,Sylhet,Sylhet Sadar,4,4,1,1,0,0,1,0,0,0,1,2,40,369,1,1,1,1,0,0
28370000,2034,Dhaka,Dhanmondi,4,3,3,5,18,1,1,1,1,1,0,0,15,225,0,0,1,1,0,1
45520000,2171,Dhaka,Gulshan-2,2,1,7,8,22,1,0,1,1,1,1,2,40,656,0,1,0,0,0,1
11380000,1139,Dhaka,Uttara,2,2,2,4,21,0,1,0,1,0,1,1,60,777,1,0,1,0,0,0
5280000,867,Rajshahi,Boalia,5,1,6,9,27,1,1,1,0,0,1,1,15,339,1,0,0,1,0,0
8860000,1598,Rajshahi,Motihar,3,2,7,7,6,1,0,0,0,0,1,2,80,760,1,0,0,0,0,0
16070000,2496,Dhaka,Rayer Bazar,4,1,8,9,30,1,0,1,1,1,1,2,30,121,1,0,0,1,0,1
23490000,1211,Dhaka,Banani,5,3,7,11,14,1,1,1,1,1,1,2,15,260,0,0,0,0,0,1
7760000,633,Sylhet,Sylhet Sadar,5,2,5,5,28,1,0,0,0,0,0,0,40,104,1,0,1,1,0,0
4870000,1465,Rajshahi,Shah Makhdum,3,2,3,4,26,0,1,1,0,1,0,0,20,477,0,0,0,1,1,0
9260000,2343,Rajshahi,Shah Makhdum,3,2,9,12,12,1,1,0,0,0,0,0,20,281,1,0,1,1,1,0
5800000,1063,Rajshahi,Rajpara,5,1,3,8,16,1,0,0,1,0,1,1,80,336,0,0,0,1,0,0
20890000,2791,Dhaka,Mirpur-10,2,2,8,11,18,1,1,1,0,0,1,1,60,389,1,0,1,0,0,0
16610000,1795,Dhaka,Shyamoli,2,2,8,8,16,1,1,1,1,1,1,1,10,334,0,1,1,1,0,1
13090000,2429,Chattogram,Pahartali,4,2,5,10,7,1,1,1,1,0,1,2,30,235,1,0,0,0,1,0
7400000,1463,Rajshahi,Motihar,4,1,11,11,1,1,0,0,0,1,1,1,15,525,0,1,1,1,0,0
19650000,2164,Sylhet,Uposhohor,4,1,2,4,30,0,1,0,1,0,1,2,80,492,1,0,0,0,0,0
13400000,1982,Chattogram,Halishahar,3,2,9,9,26,1,1,1,1,1,1,1,10,62,1,1,1,1,1,1
29580000,1488,Dhaka,Gulshan-1,2,1,2,6,4,1,1,1,1,1,1,2,30,722,0,0,0,1,0,1
21560000,2457,Dhaka,Shyamoli,4,4,12,14,8,1,1,0,1,0,1,1,15,125,1,0,1,0,0,0
14010000,2615,Chattogram,Pahartali,2,1,9,12,6,1,0,1,1,0,0,0,40,708,1,0,0,1,0,0
20190000,2199,Dhaka,Shyamoli,4,2,12,13,18,1,1,0,0,0,1,2,10,577,0,0,1,0,0,0
15090000,2792,Rajshahi,Boalia,4,3,11,12,1,1,0,0,0,0,0,0,60,712,1,1,1,0,0,0
11720000,1037,Sylhet,Uposhohor,4,4,2,5,23,1,0,1,1,1,0,0,15,193,0,0,1,1,0,1
4290000,751,Rajshahi,Boalia,4,1,6,11,1,1,0,0,0,0,0,0,30,171,1,0,0,1,1,0
9380000,787,Dhaka,Uttara,3,3,11,11,5,1,1,0,0,1,1,1,60,101,0,1,1,0,1,0
14450000,1981,Chattogram,Muradpur,5,3,2,6,17,1,0,0,1,1,0,0,15,379,1,0,1,1,0,0
22180000,1009,Dhaka,Banani,5,2,1,1,0,0,1,1,1,1,0,0,10,233,1,0,0,1,1,1
8700000,1709,Chattogram,Pahartali,5,4,4,4,19,1,0,0,0,0,1,1,15,784,1,0,0,0,0,0
11890000,1452,Chattogram,Muradpur,4,1,4,4,21,0,1,1,1,1,1,1,80,535,0,1,1,1,0,1
5340000,1027,Rajshahi,Boalia,2,1,3,3,15,0,0,0,1,0,0,0,40,168,1,0,1,1,0,0
9660000,1503,Chattogram,Muradpur,2,2,10,10,28,1,0,0,1,0,0,0,30,198,0,0,1,1,0,0
7850000,1159,Dhaka,Mirpur-1,2,2,8,9,24,1,1,0,0,1,1,1,20,275,0,0,1,0,0,0
13710000,2539,Chattogram,Halishahar,5,3,1,4,23,0,0,0,1,0,0,0,80,302,1,0,1,1,0,0
22880000,2775,Dhaka,Mohammadpur,5,4,12,12,14,1,1,0,0,1,0,0,30,296,1,0,1,1,0,0
4230000,699,Rajshahi,Poba,5,4,3,8,12,1,0,0,1,0,1,2,15,429,1,1,1,1,0,0
5330000,931,Chattogram,Pahartali,4,1,9,11,28,1,0,0,1,0,1,1,10,163,1,0,1,0,1,0
23350000,2559,Dhaka,Shyamoli,3,3,4,5,28,1,1,0,0,0,1,2,20,565,0,0,1,0,0,0
9740000,2107,Rajshahi,Poba,2,1,8,8,12,1,1,1,1,1,0,0,15,345,0,0,0,1,0,1
11720000,1140,Sylhet,Uposhohor,5,3,7,7,9,1,1,0,0,0,0,0,15,114,1,0,1,0,0,0
8210000,1845,Rajshahi,Shah Makhdum,3,2,3,5,7,1,1,0,0,1,1,1,30,430,0,0,1,0,0,0
17750000,1574,Chattogram,GEC Circle,2,1,6,7,14,1,0,0,0,1,0,0,20,428,1,0,1,1,1,0
11330000,2476,Rajshahi,Motihar,4,2,1,5,16,1,0,0,0,0,1,2,20,712,0,0,0,0,0,0
19760000,2561,Dhaka,Tejgaon,2,1,11,11,9,1,1,1,1,0,1,2,10,461,0,1,0,1,1,0
14020000,2696,Rajshahi,Boalia,5,2,8,10,19,1,1,0,0,0,1,2,40,107,1,1,0,0,1,0
13120000,2412,Rajshahi,Shah Makhdum,4,2,12,15,4,1,1,1,1,1,1,2,80,651,1,0,0,1,0,1
5210000,627,Rajshahi,Boalia,5,3,7,8,22,1,1,1,1,1,0,0,40,190,0,1,0,0,0,1
3680000,709,Rajshahi,Motihar,2,1,5,7,26,1,0,0,0,0,0,0,60,533,1,1,1,0,1,0
18860000,2568,Sylhet,Shahjalal,5,3,11,14,22,1,0,0,1,1,1,1,80,172,1,0,1,1,1,0
3990000,799,Rajshahi,Rajpara,4,3,9,9,16,1,0,1,0,1,0,0,15,693,0,0,1,0,0,0
6540000,652,Sylhet,Amberkhana,3,3,5,6,13,1,0,0,0,0,0,0,20,216,0,0,0,0,0,0
21920000,2486,Dhaka,Mohammadpur,2,1,3,3,11,0,0,1,1,1,1,1,20,757,0,1,1,0,1,1
7720000,1183,Chattogram,Pahartali,3,2,3,3,2,0,0,1,1,1,0,0,30,757,1,1,0,1,1,1
5450000,777,Dhaka,Mirpur-1,2,2,11,11,25,1,1,0,1,1,0,0,10,666,0,1,1,1,0,0
6500000,879,Chattogram,Halishahar,2,1,9,9,30,1,0,1,1,1,1,2,20,225,0,0,0,1,0,1
6990000,1039,Chattogram,Muradpur,3,2,7,8,16,1,1,0,0,0,0,0,15,467,1,1,0,1,0,0
11030000,2471,Rajshahi,Rajpara,4,4,4,7,9,1,0,0,0,0,0,0,80,488,1,0,0,1,0,0
25440000,1187,Dhaka,Gulshan-2,5,4,12,12,23,1,1,1,1,1,1,1,15,116,0,0,1,0,0,1
14710000,1718,Sylhet,Shahjalal,5,3,8,12,30,1,0,1,1,0,1,2,30,546,0,1,1,1,1,0
43540000,2167,Dhaka,Banani,4,2,5,9,3,1,1,1,1,1,1,2,80,128,0,0,1,0,0,1
14250000,2007,Sylhet,Shahjalal,2,1,7,7,14,1,1,0,0,1,1,1,20,435,0,0,1,0,0,0
13780000,2609,Dhaka,Rayer Bazar,5,4,9,10,16,1,0,0,0,1,1,1,10,450,1,1,0,1,0,0
18940000,1997,Dhaka,Shyamoli,5,1,7,8,13,1,1,0,1,0,1,2,20,107,0,1,1,1,1,0
9260000,2708,Rajshahi,Poba,5,3,1,4,18,0,1,0,0,1,1,1,10,374,1,0,0,1,1,0
10920000,2635,Rajshahi,Motihar,2,1,5,5,9,1,0,0,0,0,0,0,40,461,1,0,1,1,0,0
17890000,1836,Dhaka,Shyamoli,4,4,11,13,6,1,1,0,1,1,1,1,30,461,0,0,1,1,0,0
11720000,2782,Rajshahi,Rajpara,5,1,9,10,14,1,0,0,0,0,0,0,15,296,0,0,0,1,1,0
14950000,1567,Chattogram,Nasirabad,5,2,2,2,0,0,0,0,1,1,1,1,15,367,1,0,1,0,0,0
18740000,2590,Dhaka,Tejgaon,2,1,2,4,9,0,1,0,0,1,1,1,80,115,0,0,1,0,0,0
10500000,969,Sylhet,Uposhohor,3,3,2,8,10,1,0,1,0,1,1,2,20,648,1,0,1,1,0,0
6560000,2134,Rajshahi,Poba,2,2,9,12,21,1,0,0,1,0,0,0,15,334,0,0,0,0,0,0
18730000,2175,Chattogram,Nasirabad,4,3,11,11,27,1,1,0,1,1,0,0,30,447,0,1,1,0,0,0
8230000,738,Sylhet,Uposhohor,4,1,8,11,29,1,0,1,1,1,1,2,80,390,1,0,0,1,0,0
26080000,1352,Dhaka,Gulshan-1,5,2,1,2,20,1,1,1,1,1,1,2,20,371,0,0,0,0,0,1
10450000,2449,Rajshahi,Rajpara,5,2,5,6,25,1,1,0,0,0,0,0,20,253,1,0,0,0,0,0
16000000,1412,Dhaka,Uttara,4,2,1,4,19,1,1,1,0,0,0,0,20,202,0,0,1,1,1,0
23110000,2624,Sylhet,Zindabazar,5,2,7,8,19,1,0,0,1,1,1,2,15,339,1,0,0,1,0,0
4080000,642,Rajshahi,Boalia,5,2,6,9,21,1,0,0,1,1,1,1,15,780,1,1,0,0,0,0
32680000,1638,Dhaka,Gulshan-1,5,3,7,9,4,1,1,1,1,1,1,2,40,92,1,0,1,1,1,1
6820000,1666,Rajshahi,Motihar,2,2,1,2,27,0,0,0,0,0,1,2,80,337,0,0,1,0,0,0
14350000,2402,Chattogram,Halishahar,2,1,3,3,5,0,1,1,1,1,1,1,10,531,0,0,1,0,0,1
3850000,1060,Rajshahi,Shah Makhdum,3,1,6,6,27,1,0,0,0,1,0,0,20,234,0,1,0,1,0,0
8350000,986,Chattogram,Muradpur,4,1,5,10,3,1,1,0,1,0,1,2,30,432,0,0,0,1,0,0
23170000,2455,Sylhet,Sylhet Sadar,4,2,4,4,25,0,0,0,1,1,1,1,60,339,1,0,1,1,1,0
8510000,1767,Rajshahi,Shah Makhdum,3,1,5,8,23,1,1,1,0,1,1,2,80,367,1,1,1,0,1,0
7920000,1363,Rajshahi,Rajpara,5,4,2,2,14,1,0,0,0,1,1,2,60,279,1,0,1,1,1,0
23290000,2742,Sylhet,Amberkhana,5,3,10,10,29,1,0,0,0,0,0,0,10,575,1,0,0,1,0,0
6610000,1346,Rajshahi,Motihar,5,1,2,4,10,0,0,0,0,0,1,1,40,791,1,1,0,1,0,0
2500000,673,Rajshahi,Poba,2,2,2,2,20,0,0,0,0,0,1,2,30,521,0,0,0,0,0,0
22220000,1153,Dhaka,Banani,2,1,2,2,22,0,1,1,1,1,0,0,15,77,1,0,0,1,1,1
11810000,2541,Rajshahi,Motihar,5,1,2,2,23,0,0,1,0,0,1,1,60,505,1,1,0,0,0,0
8780000,1791,Rajshahi,Poba,2,2,7,10,7,1,0,1,1,1,1,2,60,112,0,1,0,0,1,1
21680000,2386,Sylhet,Uposhohor,2,1,5,6,15,1,0,0,0,0,0,0,20,498,0,0,0,0,0,0
11270000,2534,Rajshahi,Rajpara,3,3,4,6,23,1,1,1,1,1,1,1,10,733,0,1,1,0,0,1
5540000,792,Chattogram,Halishahar,2,2,5,7,5,1,1,1,1,0,0,0,15,565,1,0,0,0,0,0
23970000,2711,Sylhet,Amberkhana,2,1,8,11,30,1,0,0,1,0,0,0,80,163,0,1,1,1,0,0
27860000,2672,Sylhet,Uposhohor,5,1,3,5,10,1,0,0,0,1,0,0,80,191,0,1,1,1,0,0
8410000,1605,Rajshahi,Rajpara,3,3,7,8,4,1,0,0,0,0,1,1,80,489,0,0,0,0,0,0
49130000,1985,Dhaka,Gulshan-2,4,4,3,3,12,0,1,1,1,1,1,2,80,87,0,0,0,0,0,1
19840000,2246,Sylhet,Uposhohor,4,3,6,6,28,1,0,1,0,0,0,0,40,675,0,0,0,0,0,0
9970000,945,Chattogram,Nasirabad,2,2,7,12,23,1,1,0,0,0,1,2,15,582,1,1,0,0,1,0
24740000,2669,Sylhet,Uposhohor,2,1,6,8,16,1,0,0,0,1,0,0,20,176,1,1,0,0,0,0
22800000,1825,Chattogram,Nasirabad,4,2,12,13,3,1,0,1,1,1,1,2,20,578,1,1,1,1,1,1
10690000,2550,Rajshahi,Motihar,3,2,2,4,16,0,1,0,0,0,1,2,30,652,0,0,0,0,1,0
16530000,2474,Chattogram,Muradpur,3,3,9,13,3,1,0,0,0,0,1,1,60,267,0,0,1,0,1,0
22640000,2121,Chattogram,Agrabad,4,3,5,6,0,1,0,0,0,1,0,0,80,196,1,0,1,1,1,0
19810000,2570,Dhaka,Mohammadpur,4,4,6,9,15,1,1,1,1,1,1,2,80,787,0,0,0,1,0,1
13320000,2277,Dhaka,Rayer Bazar,5,2,7,9,1,1,1,1,1,0,1,2,60,503,0,1,0,0,1,0
13390000,2737,Dhaka,Rayer Bazar,3,2,9,9,21,1,1,0,0,0,0,0,40,234,1,0,1,0,0,0
18650000,2390,Dhaka,Mirpur-10,3,2,1,5,10,1,1,1,1,1,0,0,30,313,1,1,1,1,0,1
6130000,841,Rajshahi,Motihar,4,2,1,1,9,0,1,1,1,1,1,1,30,151,0,0,1,1,0,1
20960000,2683,Chattogram,Muradpur,5,1,5,5,14,1,0,1,0,1,0,0,40,466,0,0,1,0,0,0
18290000,2266,Sylhet,Shahjalal,5,1,11,12,25,1,0,0,0,0,1,2,15,432,1,1,1,0,1,0
9870000,846,Chattogram,Agrabad,5,3,10,12,12,1,0,1,0,0,0,0,20,697,1,1,1,1,0,0
14090000,1463,Sylhet,Uposhohor,4,3,11,13,14,1,1,0,0,1,1,2,20,301,0,0,1,1,0,0
18660000,2602,Chattogram,Muradpur,5,1,11,11,17,1,1,0,0,0,1,1,10,737,1,0,0,1,0,0
5490000,638,Chattogram,Muradpur,3,3,1,3,21,0,1,1,1,1,0,0,60,416,0,1,1,1,1,1
17130000,1403,Chattogram,Agrabad,5,1,5,9,15,1,0,0,0,1,0,0,15,615,1,1,1,0,1,0
6590000,694,Sylhet,Amberkhana,4,4,1,1,27,0,0,0,0,0,1,1,20,492,1,1,1,1,1,0
8750000,935,Chattogram,Nasirabad,2,1,12,12,29,1,1,0,1,0,0,0,15,251,1,0,0,0,1,0
8040000,1995,Rajshahi,Motihar,2,2,9,10,30,1,1,0,1,0,1,2,10,664,0,1,0,0,0,0
9610000,824,Dhaka,Uttara,4,4,2,2,17,0,1,0,0,0,1,1,10,351,1,0,1,0,1,0
27500000,2718,Dhaka,Uttara,4,2,2,2,19,1,1,0,1,0,1,2,60,119,0,0,1,0,1,0
21080000,2385,Sylhet,Shahjalal,4,3,10,11,4,1,1,1,0,0,1,2,30,366,1,0,0,0,0,0
15130000,1424,Chattogram,GEC Circle,2,2,4,7,22,1,0,0,0,1,1,2,60,528,1,1,0,0,0,0
14180000,1513,Dhaka,Shyamoli,3,2,10,10,15,1,1,0,1,1,1,2,60,389,1,0,1,1,0,0
7380000,721,Sylhet,Sylhet Sadar,3,1,5,5,28,1,0,1,1,0,0,0,20,786,0,1,0,1,0,0
11590000,1461,Dhaka,Mirpur-10,4,4,4,5,21,1,1,1,0,0,1,2,15,589,1,1,1,0,0,0
15020000,1374,Chattogram,Agrabad,4,2,6,6,20,1,0,0,1,1,0,0,80,336,1,0,1,1,0,0
27080000,2725,Sylhet,Uposhohor,5,2,6,8,16,1,0,0,0,0,1,2,60,544,0,1,0,1,1,0
21110000,2340,Chattogram,Nasirabad,5,2,6,8,2,1,1,0,0,0,1,1,15,136,1,0,1,0,0,0
7450000,1335,Rajshahi,Boalia,5,2,5,5,11,1,0,0,0,1,1,2,10,351,1,1,1,1,0,0
12820000,1380,Sylhet,Zindabazar,3,3,12,14,0,1,0,0,0,0,1,1,80,356,0,0,1,0,1,0
8000000,1529,Rajshahi,Motihar,3,2,4,8,25,1,1,1,0,0,1,2,40,529,0,0,1,0,1,0
6480000,1125,Chattogram,Halishahar,4,1,8,13,26,1,0,0,0,0,0,0,20,397,1,1,0,0,1,0
16000000,2201,Sylhet,Shahjalal,5,2,7,7,6,1,0,0,1,1,1,1,30,161,0,1,0,1,1,0
13570000,1762,Dhaka,Mohammadpur,3,1,5,9,2,1,1,0,0,1,1,1,30,108,1,0,1,1,0,0
20110000,1442,Chattogram,GEC Circle,4,4,12,15,5,1,0,0,1,1,1,1,40,638,1,1,1,0,0,0
10000000,2495,Rajshahi,Shah Makhdum,2,1,5,8,11,1,0,0,0,1,1,1,60,778,0,0,1,0,0,0
7230000,778,Dhaka,Mohammadpur,3,1,5,9,9,1,0,0,0,1,1,2,60,118,1,0,1,0,0,0
14970000,1449,Chattogram,Nasirabad,2,2,1,1,12,1,1,0,0,0,0,0,20,458,1,1,1,1,0,0
12950000,1743,Chattogram,Muradpur,3,1,1,1,5,1,0,1,1,0,1,2,20,177,1,0,0,1,0,0
26630000,2741,Dhaka,Shyamoli,2,2,12,13,1,1,1,0,0,1,0,0,40,54,1,0,0,1,1,0
15680000,995,Dhaka,Dhanmondi,3,3,3,3,16,0,1,1,1,1,1,1,10,384,1,0,0,1,1,1
13980000,1311,Sylhet,Zindabazar,2,2,11,11,12,1,0,1,1,1,0,0,15,519,0,1,1,1,0,1
15510000,2796,Rajshahi,Boalia,3,2,2,4,20,0,1,1,0,0,1,2,60,447,0,0,1,1,0,0
10440000,2693,Rajshahi,Shah Makhdum,3,3,10,10,7,1,0,0,0,1,0,0,10,681,1,1,1,1,1,0
7610000,1149,Rajshahi,Rajpara,4,3,11,17,1,1,0,1,0,1,1,2,40,474,1,1,0,0,0,0
13750000,2162,Chattogram,Halishahar,4,2,8,8,2,1,1,0,0,1,0,0,80,553,1,0,0,1,0,0
8960000,1875,Rajshahi,Shah Makhdum,3,3,4,5,5,1,0,0,1,0,1,1,40,304,1,0,1,1,0,0
12060000,2574,Rajshahi,Motihar,2,2,7,7,24,1,0,1,1,1,1,2,20,659,1,0,1,1,0,1
9970000,1159,Dhaka,Mirpur-10,5,2,3,3,0,0,0,0,0,0,1,2,80,562,0,0,1,1,0,0
5050000,1265,Rajshahi,Poba,3,2,5,11,23,1,0,0,0,0,1,2,20,571,0,1,1,0,0,0
9450000,1205,Dhaka,Tejgaon,4,4,11,12,7,1,1,0,0,0,1,2,40,642,1,0,0,1,1,0
10460000,2348,Rajshahi,Motihar,4,3,9,12,18,1,1,0,0,0,1,2,20,471,1,1,0,0,1,0
5380000,606,Chattogram,Muradpur,2,1,12,15,20,1,1,1,1,1,1,1,20,800,0,1,1,0,0,1
16560000,1423,Chattogram,GEC Circle,2,1,4,5,14,1,1,0,0,1,0,0,60,689,1,0,1,0,1,0
4420000,629,Dhaka,Mirpur-1,2,1,4,4,12,0,1,0,0,0,1,1,40,582,0,0,0,0,0,0
15630000,1952,Dhaka,Mirpur-10,2,1,8,13,12,1,1,0,0,0,0,0,60,192,0,0,1,1,1,0
21300000,2075,Sylhet,Sylhet Sadar,2,2,11,12,19,1,1,0,0,0,1,2,30,459,0,0,0,0,1,0
7500000,1186,Chattogram,Pahartali,2,1,8,8,9,1,0,0,0,0,1,2,80,739,0,1,1,0,0,0
7130000,719,Dhaka,Mohammadpur,3,2,7,9,7,1,1,1,0,0,1,2,60,313,1,0,0,0,0,0
16530000,2005,Dhaka,Shyamoli,5,4,11,15,30,1,1,1,1,0,0,0,80,497,0,0,1,1,0,0
2860000,606,Rajshahi,Poba,4,1,10,11,27,1,0,0,1,0,1,1,30,483,0,1,1,0,0,0
24080000,2647,Sylhet,Amberkhana,5,2,10,10,23,1,1,0,1,0,0,0,60,769,0,0,0,1,0,0
9950000,1964,Rajshahi,Boalia,3,3,4,9,29,1,0,0,0,0,1,2,80,280,1,0,0,1,1,0
9300000,2330,Rajshahi,Rajpara,5,3,7,7,16,1,1,0,0,1,1,1,60,339,0,0,0,0,0,0
7450000,1163,Rajshahi,Motihar,5,4,5,5,6,1,1,0,1,0,1,2,80,250,0,1,0,0,1,0
39500000,2056,Dhaka,Gulshan-2,5,2,1,1,18,0,1,1,1,1,1,2,30,202,1,1,1,0,1,1
14610000,2499,Rajshahi,Boalia,5,3,11,14,11,1,0,1,1,1,0,0,10,172,0,0,1,0,0,1
14850000,1341,Sylhet,Sylhet Sadar,5,4,11,14,9,1,0,0,0,0,0,0,40,178,0,1,0,0,0,0
15560000,1108,Dhaka,Bashundhara,3,3,2,2,0,1,1,1,1,1,1,1,40,507,1,0,0,1,0,1
10410000,1302,Sylhet,Zindabazar,5,1,4,4,30,1,0,0,0,0,1,2,40,350,0,0,0,0,1,0
17460000,1180,Dhaka,Dhanmondi,4,2,3,7,6,1,1,1,1,1,1,1,40,417,0,1,1,1,0,1
5740000,941,Rajshahi,Shah Makhdum,4,4,12,12,2,1,0,1,0,0,1,1,60,800,0,0,1,1,0,0
3390000,706,Rajshahi,Shah Makhdum,3,1,5,5,21,1,1,0,0,1,0,0,40,466,0,1,1,0,1,0
27160000,1319,Dhaka,Gulshan-2,4,4,2,4,22,1,1,1,1,1,1,2,40,338,1,1,0,1,0,1
5280000,1122,Rajshahi,Shah Makhdum,4,1,11,12,21,1,1,0,0,0,1,1,15,196,0,0,1,1,0,0
25310000,2657,Sylhet,Uposhohor,4,3,7,8,9,1,1,1,1,0,1,1,60,139,0,1,1,0,0,0
10140000,2336,Rajshahi,Boalia,3,2,8,12,22,1,0,0,0,0,0,0,10,465,0,1,0,0,0,0
13820000,2437,Dhaka,Rayer Bazar,3,3,9,9,2,1,1,0,1,0,1,2,20,186,1,0,0,0,0,0
19600000,2578,Sylhet,Zindabazar,4,3,4,4,6,1,0,0,0,0,1,2,20,708,0,1,1,1,0,0
14030000,2052,Chattogram,Muradpur,2,1,7,8,2,1,0,1,0,1,0,0,40,576,1,1,1,0,0,0
23840000,2396,Sylhet,Sylhet Sadar,5,2,3,5,13,1,1,1,1,1,1,2,10,417,1,1,0,0,1,1
12710000,1688,Chattogram,Muradpur,2,2,8,11,25,1,0,0,0,0,0,0,60,781,0,1,1,1,1,0
24720000,2648,Chattogram,Nasirabad,2,1,1,3,13,1,1,0,0,0,1,1,40,58,1,1,1,1,0,0
11960000,2541,Rajshahi,Motihar,2,1,4,8,20,1,0,1,1,1,0,0,60,202,1,1,1,1,1,1
